Machine_ID,Timestamp,Temperature,Vibration,Pressure,Run_Time,Oil_Level,Power_Consumption,Product_Rate,Maintenance_Due,Downtime_Flag,Downtime,Quality_Score,Equipment_Age
M5,2024-03-20 01:00:00,66.78,0.459,80.03,2.01,0.71,81.17,111.44,0,1,Yes,91.09,581
M4,2024-03-20 02:00:00,66.93,0.442,105.39,3.86,0.851,84.53,95.84,0,0,No,93.72,928
M7,2024-03-20 03:00:00,72.96,0.419,97.39,17.6,0.794,73.54,103.48,0,0,No,96.84,1076
M6,2024-03-20 04:00:00,79.29,0.748,115.57,10.35,0.754,74.26,93.75,0,0,No,89.78,931
M2,2024-03-20 05:00:00,37.52,0.5,77.55,10.7,0.925,73.2,103.32,0,0,No,76.77,474
M5,2024-03-20 06:00:00,39.35,0.694,101.05,7.41,0.761,76.1,91.08,0,0,No,78.08,999
M7,2024-03-20 07:00:00,69.92,0.635,68.53,14.58,0.906,79.49,97.45,0,0,No,88.46,479
M7,2024-03-20 08:00:00,72.03,0.28,106.75,4.44,0.805,93.15,132.15,0,0,No,92.77,383
M5,2024-03-20 09:00:00,77.84,0.157,113.52,15.05,0.854,69.88,104.66,0,0,No,89.01,777
M9,2024-03-20 10:00:00,64.08,0.253,67.57,4.17,0.98,97.51,93.55,0,0,No,83.11,887
M4,2024-03-20 11:00:00,75.14,0.415,73.2,1.53,0.711,67.66,83.5,0,1,Yes,92.86,492
M3,2024-03-20 12:00:00,76.9,0.527,74.08,7.93,0.85,89.55,98.5,0,0,No,93.33,812
M4,2024-03-20 13:00:00,63.98,0.37,96.45,5.55,0.956,75.24,111.18,0,0,No,91.19,1134
M5,2024-03-20 14:00:00,108.24,0.641,72.05,21.34,0.876,70.89,102.05,0,1,Yes,74.98,826
M6,2024-03-20 15:00:00,77.65,0.394,127.57,1.32,0.783,93.17,99.19,0,0,No,91.05,724
M3,2024-03-20 16:00:00,83.2,0.551,108.72,4.24,0.819,80.82,106.38,0,0,No,93.13,813
M2,2024-03-20 17:00:00,76.03,0.524,111.98,13.17,0.904,80.43,105.91,0,0,No,96.62,516
M4,2024-03-20 18:00:00,106.56,0.847,68.22,11.55,0.967,77.23,110.58,0,1,Yes,70.93,1139
M5,2024-03-20 19:00:00,83.95,0.305,125.86,1.1,0.712,74.19,110.98,0,1,Yes,86.45,1149
M4,2024-03-20 20:00:00,67.68,0.942,112.99,0.17,0.721,78.23,98.67,0,1,Yes,84.91,385
M3,2024-03-20 21:00:00,104.78,0.381,86.35,23.71,0.798,47.73,97.92,0,1,Yes,80.0,813
M8,2024-03-20 22:00:00,50.44,0.232,69.16,15.81,0.77,61.46,100.01,0,0,No,76.19,475
M10,2024-03-20 23:00:00,76.79,0.457,98.48,8.77,0.779,83.92,108.4,0,0,No,97.93,1018
M4,2024-03-21 00:00:00,79.79,1.148,90.67,11.29,0.766,91.83,116.82,0,1,Yes,82.78,1031
M2,2024-03-21 01:00:00,76.97,0.679,91.5,6.4,0.759,93.64,94.95,0,0,No,93.74,321
M2,2024-03-21 02:00:00,69.99,0.621,85.89,8.28,0.739,70.43,97.54,0,1,Yes,92.26,584
M1,2024-03-21 03:00:00,59.82,0.659,114.43,15.58,0.98,81.93,87.8,0,0,No,86.34,768
M4,2024-03-21 04:00:00,75.79,0.346,47.99,21.19,0.743,58.07,77.57,1,1,Yes,86.12,981
M10,2024-03-21 05:00:00,76.53,0.565,128.6,4.42,0.761,76.49,81.43,0,0,No,92.21,799
M9,2024-03-21 06:00:00,69.96,0.501,119.96,20.17,0.774,88.24,84.94,0,0,No,93.48,691
M7,2024-03-21 07:00:00,101.55,0.862,104.21,2.92,0.98,79.83,90.01,0,1,Yes,78.64,409
M10,2024-03-21 08:00:00,35.39,0.478,97.12,5.16,0.927,76.68,106.9,1,1,Yes,79.18,437
M7,2024-03-21 09:00:00,70.15,0.424,121.66,0.89,0.937,79.87,83.93,0,0,No,91.73,931
M7,2024-03-21 10:00:00,76.66,0.267,99.15,3.38,0.731,92.83,100.27,1,1,Yes,94.34,412
M8,2024-03-21 11:00:00,99.13,0.528,94.43,22.02,0.951,77.55,112.57,0,1,Yes,86.26,1127
M1,2024-03-21 12:00:00,61.26,0.559,122.77,11.03,0.822,80.73,87.55,0,0,No,87.4,1002
M10,2024-03-21 13:00:00,92.01,0.26,141.87,1.86,0.779,95.19,92.62,0,0,No,78.31,1026
M10,2024-03-21 14:00:00,64.91,0.591,80.58,23.03,0.873,77.72,80.2,0,0,No,89.26,923
M8,2024-03-21 15:00:00,79.81,0.547,108.5,21.1,0.947,63.63,85.71,0,0,No,94.96,1180
M4,2024-03-21 16:00:00,84.31,0.703,78.27,18.11,0.934,93.68,120.55,0,0,No,86.95,624
M4,2024-03-21 17:00:00,108.72,0.742,110.03,22.4,0.967,90.16,107.57,0,1,Yes,76.28,799
M4,2024-03-21 18:00:00,53.94,0.519,84.44,5.28,0.978,57.83,132.24,0,0,No,85.98,739
M6,2024-03-21 19:00:00,137.61,0.293,124.23,20.07,0.771,78.7,88.94,0,1,Yes,59.7,528
M7,2024-03-21 20:00:00,61.54,0.334,98.0,16.56,0.827,79.78,122.63,0,0,No,89.55,849
M6,2024-03-21 21:00:00,66.38,0.852,100.93,20.87,0.704,93.69,89.07,0,1,Yes,88.46,471
M1,2024-03-21 22:00:00,82.54,0.533,132.62,19.13,0.964,79.86,92.48,0,0,No,89.04,550
M8,2024-03-21 23:00:00,69.78,0.849,85.34,8.32,0.746,81.66,140.83,0,1,Yes,87.47,808
M10,2024-03-22 00:00:00,67.56,0.6,113.7,18.59,0.958,81.97,87.47,0,0,No,91.55,299
M7,2024-03-22 01:00:00,83.93,0.651,87.33,6.3,0.799,75.34,123.8,0,0,No,89.98,525
M6,2024-03-22 02:00:00,52.09,0.688,123.93,7.89,0.81,92.97,99.52,0,0,No,80.01,341
M6,2024-03-22 03:00:00,49.47,0.255,135.74,2.59,0.712,72.08,83.85,0,1,Yes,75.19,782
M5,2024-03-22 04:00:00,79.25,0.561,94.74,22.44,0.798,75.15,78.54,0,0,No,95.6,1033
M6,2024-03-22 05:00:00,91.17,0.253,56.12,6.98,0.967,79.94,101.58,0,0,No,78.19,904
M9,2024-03-22 06:00:00,66.69,0.443,86.24,12.49,0.708,66.62,83.15,0,1,Yes,91.95,1153
M10,2024-03-22 07:00:00,98.99,0.628,148.65,9.39,0.822,97.65,95.57,0,1,Yes,75.72,717
M9,2024-03-22 08:00:00,111.62,0.295,88.16,23.04,0.709,79.99,71.43,0,1,Yes,75.22,735
M10,2024-03-22 09:00:00,79.24,0.612,135.42,8.04,0.811,88.25,105.32,0,0,No,88.56,1136
M8,2024-03-22 10:00:00,80.1,0.2,87.87,18.69,0.752,70.43,76.86,0,0,No,89.03,633
M10,2024-03-22 11:00:00,95.08,0.729,87.38,20.53,0.776,87.12,99.1,1,1,Yes,82.86,1119
M9,2024-03-22 12:00:00,77.4,0.367,115.58,10.45,0.963,87.97,79.24,0,0,No,93.03,565
M10,2024-03-22 13:00:00,69.51,0.295,113.19,9.08,0.831,89.41,118.39,0,0,No,90.51,312
M8,2024-03-22 14:00:00,71.25,0.213,117.04,17.95,0.782,99.05,68.35,0,0,No,88.97,637
M8,2024-03-22 15:00:00,70.74,0.384,100.1,21.91,0.877,74.42,95.76,0,0,No,95.53,401
M1,2024-03-22 16:00:00,41.85,0.118,120.69,18.12,0.743,78.13,108.39,0,1,Yes,71.66,663
M10,2024-03-22 17:00:00,91.56,0.39,119.23,5.45,0.778,71.55,105.38,0,0,No,85.68,673
M5,2024-03-22 18:00:00,92.83,0.72,122.98,21.32,0.864,79.04,81.3,0,0,No,82.09,1185
M4,2024-03-22 19:00:00,75.09,0.462,87.53,9.3,0.771,86.64,73.9,0,0,No,96.7,475
M2,2024-03-22 20:00:00,80.98,0.264,120.67,13.83,0.904,86.1,111.72,0,0,No,88.17,303
M8,2024-03-22 21:00:00,62.57,0.545,89.57,19.95,0.847,96.41,98.14,0,0,No,90.8,978
M3,2024-03-22 22:00:00,59.98,0.528,96.86,4.52,0.932,84.9,83.92,0,0,No,91.31,1170
M4,2024-03-22 23:00:00,70.74,0.891,96.45,18.83,0.984,80.01,112.27,0,1,Yes,89.34,616
M7,2024-03-23 00:00:00,95.52,0.658,80.04,14.31,0.735,69.08,91.56,0,1,Yes,82.58,829
M10,2024-03-23 01:00:00,68.96,0.561,65.29,21.44,0.8,88.66,90.14,0,0,No,88.82,761
M9,2024-03-23 02:00:00,35.59,0.681,124.47,4.13,0.796,78.44,87.0,0,0,No,71.78,815
M2,2024-03-23 03:00:00,67.18,0.473,85.96,10.1,0.745,88.89,88.61,0,1,Yes,92.74,1040
M3,2024-03-23 04:00:00,92.14,0.485,94.61,19.99,0.943,75.75,88.07,0,0,No,90.05,735
M4,2024-03-23 05:00:00,49.01,0.832,85.39,0.46,0.928,92.01,104.92,0,1,Yes,77.45,645
M10,2024-03-23 06:00:00,57.3,0.173,94.87,2.69,0.845,83.86,123.26,0,0,No,83.58,706
M1,2024-03-23 07:00:00,94.74,0.694,89.88,23.77,0.861,89.92,79.05,0,0,No,84.23,893
M7,2024-03-23 08:00:00,113.55,0.478,125.58,6.73,0.718,83.86,94.88,0,1,Yes,75.17,770
M2,2024-03-23 09:00:00,65.55,0.442,88.19,23.41,0.867,70.75,97.54,1,1,Yes,91.75,401
M5,2024-03-23 10:00:00,54.05,0.389,134.29,4.38,0.937,76.35,106.97,1,1,Yes,80.45,709
M1,2024-03-23 11:00:00,80.08,0.531,122.79,8.67,0.872,67.2,114.82,0,0,No,92.29,629
M3,2024-03-23 12:00:00,93.07,0.491,90.51,18.07,0.78,81.85,97.61,0,0,No,88.89,460
M2,2024-03-23 13:00:00,65.64,0.417,106.4,15.79,0.9,65.37,90.44,0,0,No,92.38,1136
M1,2024-03-23 14:00:00,50.68,0.359,110.39,13.95,0.808,82.94,108.67,0,0,No,82.95,376
M7,2024-03-23 15:00:00,81.51,0.119,116.83,12.72,0.863,43.8,75.4,0,0,No,85.76,1050
M5,2024-03-23 16:00:00,101.07,0.355,118.81,20.24,0.846,88.1,67.84,0,1,Yes,80.31,560
M1,2024-03-23 17:00:00,101.68,0.398,103.73,5.64,0.814,68.96,138.86,0,1,Yes,83.86,856
M6,2024-03-23 18:00:00,84.85,0.53,80.91,10.62,0.916,70.46,87.88,0,0,No,90.65,711
M5,2024-03-23 19:00:00,87.42,0.893,112.82,3.73,0.965,93.72,93.79,0,1,Yes,83.37,920
M3,2024-03-23 20:00:00,71.07,0.377,95.27,14.3,0.702,83.2,108.16,0,1,Yes,94.62,1114
M7,2024-03-23 21:00:00,111.62,0.295,44.22,6.01,0.98,88.46,105.2,0,1,Yes,66.44,1177
M10,2024-03-23 22:00:00,69.03,0.357,107.81,8.01,0.853,69.95,113.28,0,0,No,92.59,570
M9,2024-03-23 23:00:00,65.82,0.531,85.32,11.31,0.91,89.62,114.06,0,0,No,91.86,1038
M9,2024-03-24 00:00:00,102.14,0.618,90.83,0.64,0.957,78.63,78.36,0,1,Yes,82.24,1124
M9,2024-03-24 01:00:00,52.89,0.646,100.12,2.21,0.84,81.18,119.04,0,0,No,86.01,525
M2,2024-03-24 02:00:00,47.29,0.666,68.93,16.46,0.95,94.9,107.66,1,1,Yes,76.62,973
M3,2024-03-24 03:00:00,76.79,0.694,102.78,10.3,0.753,68.37,105.67,0,0,No,94.67,535
M7,2024-03-24 04:00:00,89.97,0.444,93.67,20.75,0.748,89.13,106.34,1,1,Yes,90.13,808
M5,2024-03-24 05:00:00,71.58,0.911,82.46,16.67,0.897,83.85,66.52,0,1,Yes,86.57,351
M2,2024-03-24 06:00:00,89.91,0.429,100.92,0.19,0.961,77.87,96.85,0,0,No,90.94,852
M3,2024-03-24 07:00:00,61.38,0.522,66.2,14.8,0.968,69.06,85.5,0,0,No,85.99,979
M10,2024-03-24 08:00:00,75.96,0.759,101.51,2.25,0.893,77.76,83.34,0,0,No,94.03,988
M6,2024-03-24 09:00:00,69.6,0.613,109.41,18.74,0.858,71.82,92.68,0,0,No,93.15,726
M7,2024-03-24 10:00:00,73.96,0.052,106.1,23.8,0.799,91.87,112.38,0,0,No,89.29,627
M9,2024-03-24 11:00:00,74.07,0.501,115.78,12.75,0.994,80.92,104.31,1,1,Yes,96.36,697
M1,2024-03-24 12:00:00,87.79,0.672,123.31,16.39,0.796,73.23,106.56,0,0,No,85.5,487
M7,2024-03-24 13:00:00,106.81,0.231,98.37,5.7,0.923,65.62,93.31,0,1,Yes,78.4,549
M8,2024-03-24 14:00:00,83.69,0.65,121.91,10.5,0.86,75.37,105.64,0,0,No,88.27,365
M3,2024-03-24 15:00:00,44.8,0.578,98.3,20.55,0.883,92.36,97.01,0,0,No,83.0,1076
M4,2024-03-24 16:00:00,74.43,0.737,86.01,4.02,0.818,81.11,114.24,0,0,No,92.18,368
M10,2024-03-24 17:00:00,75.75,0.362,92.14,6.37,0.989,78.2,110.43,0,0,No,95.29,548
M6,2024-03-24 18:00:00,89.04,0.699,105.34,10.69,0.872,96.99,102.4,0,0,No,87.93,602
M10,2024-03-24 19:00:00,77.77,0.532,121.7,17.09,0.981,75.85,87.98,0,0,No,93.63,880
M7,2024-03-24 20:00:00,93.8,0.853,100.03,9.02,0.702,71.92,104.09,0,1,Yes,83.53,976
M4,2024-03-24 21:00:00,97.05,1.057,86.53,22.27,0.872,84.04,103.64,0,1,Yes,75.14,539
M8,2024-03-24 22:00:00,98.38,0.808,128.89,2.27,0.915,84.2,101.79,0,1,Yes,76.38,858
M5,2024-03-24 23:00:00,68.42,0.596,71.3,8.9,0.924,74.13,92.86,1,1,Yes,89.05,821
M1,2024-03-25 00:00:00,77.17,0.964,86.66,17.01,0.971,72.02,90.18,0,1,Yes,86.96,758
M4,2024-03-25 01:00:00,87.4,0.621,117.86,5.42,0.701,94.47,104.84,0,1,Yes,87.82,411
M3,2024-03-25 02:00:00,66.42,0.318,135.33,15.75,0.7,75.67,87.13,0,1,Yes,85.01,1086
M9,2024-03-25 03:00:00,63.15,0.492,109.61,3.94,0.842,65.48,96.22,0,0,No,92.0,620
M8,2024-03-25 04:00:00,65.56,0.652,105.0,1.34,0.709,81.93,108.8,0,1,Yes,91.23,1091
M1,2024-03-25 05:00:00,63.76,0.665,94.18,2.9,0.992,88.95,106.62,0,0,No,89.91,342
M6,2024-03-25 06:00:00,99.41,0.275,110.96,22.32,0.767,78.09,82.64,0,1,Yes,81.1,991
M9,2024-03-25 07:00:00,47.48,0.281,102.59,13.24,0.842,85.37,104.48,0,0,No,81.35,637
M7,2024-03-25 08:00:00,51.66,0.432,84.91,19.11,0.718,69.53,130.48,0,1,Yes,83.95,1133
M4,2024-03-25 09:00:00,102.94,0.607,93.82,7.98,0.857,86.28,110.13,0,1,Yes,82.66,911
M1,2024-03-25 10:00:00,64.12,0.633,82.65,14.22,0.814,70.45,95.88,0,0,No,88.44,1097
M2,2024-03-25 11:00:00,78.0,0.528,100.27,11.88,0.713,83.05,119.61,0,1,Yes,97.88,1173
M5,2024-03-25 12:00:00,63.2,0.333,103.24,22.7,0.801,87.68,132.99,0,0,No,90.11,557
M5,2024-03-25 13:00:00,76.41,0.847,132.69,17.94,0.817,80.99,112.95,0,1,Yes,85.81,1019
M8,2024-03-25 14:00:00,64.21,0.286,88.05,17.53,0.997,67.65,74.03,0,0,No,87.93,1151
M6,2024-03-25 15:00:00,51.55,0.76,96.38,1.11,0.762,68.08,109.25,0,0,No,82.34,1032
M8,2024-03-25 16:00:00,95.05,0.648,125.18,13.19,0.863,95.93,120.23,0,1,Yes,81.98,480
M2,2024-03-25 17:00:00,92.74,0.756,136.1,11.21,0.996,72.32,69.04,1,1,Yes,78.79,1051
M3,2024-03-25 18:00:00,88.07,0.411,109.49,22.27,0.938,87.65,114.06,0,0,No,89.79,663
M6,2024-03-25 19:00:00,89.99,0.471,94.93,6.18,0.998,81.18,96.95,0,0,No,90.92,789
M10,2024-03-25 20:00:00,103.55,0.511,90.54,6.48,0.99,69.96,119.73,0,1,Yes,83.61,345
M3,2024-03-25 21:00:00,86.31,0.405,63.14,9.87,0.847,74.67,98.93,0,0,No,85.07,714
M6,2024-03-25 22:00:00,82.2,0.545,81.44,5.84,0.909,97.0,105.15,0,0,No,91.79,942
M6,2024-03-25 23:00:00,77.98,0.816,102.03,3.1,0.733,114.9,105.4,0,1,Yes,91.79,1114
M2,2024-03-26 00:00:00,101.69,0.241,96.38,20.58,0.832,76.83,110.71,0,1,Yes,80.74,307
M7,2024-03-26 01:00:00,69.54,0.369,112.47,13.4,0.943,76.14,106.71,0,0,No,92.15,991
M2,2024-03-26 02:00:00,85.02,0.347,96.1,20.67,0.852,63.62,86.51,0,0,No,91.15,1012
M6,2024-03-26 03:00:00,81.76,0.481,85.48,19.95,0.911,63.5,96.05,0,0,No,93.34,828
M1,2024-03-26 04:00:00,67.89,0.473,106.83,6.77,0.924,71.43,99.9,0,0,No,94.54,862
M3,2024-03-26 05:00:00,69.51,0.654,150.11,13.15,0.776,75.55,118.46,0,0,No,84.15,403
M2,2024-03-26 06:00:00,75.0,0.507,93.65,2.0,0.963,79.75,107.26,0,0,No,98.59,875
M7,2024-03-26 07:00:00,110.71,0.561,102.78,21.97,0.838,86.9,90.14,1,1,Yes,80.38,747
M4,2024-03-26 08:00:00,58.01,0.58,116.94,9.7,0.763,82.21,86.2,0,0,No,86.52,504
M8,2024-03-26 09:00:00,86.39,0.549,88.57,9.45,0.96,87.07,109.82,0,0,No,91.04,400
M6,2024-03-26 10:00:00,86.88,0.641,125.46,7.27,0.825,73.86,92.88,1,1,Yes,86.16,1163
M10,2024-03-26 11:00:00,86.79,0.476,68.42,11.06,0.925,79.29,111.3,0,0,No,87.3,1088
M4,2024-03-26 12:00:00,62.9,0.829,91.85,6.04,0.864,76.36,99.16,0,1,Yes,85.73,666
M5,2024-03-26 13:00:00,49.61,1.008,93.78,9.0,0.815,67.33,121.9,0,1,Yes,75.89,979
M9,2024-03-26 14:00:00,83.4,0.641,103.02,19.2,0.943,60.26,88.94,0,0,No,92.37,503
M7,2024-03-26 15:00:00,93.38,0.546,60.57,20.02,0.875,73.31,121.58,0,0,No,82.01,1084
M10,2024-03-26 16:00:00,90.07,0.625,127.05,7.3,0.817,55.19,114.75,0,0,No,84.56,1162
M9,2024-03-26 17:00:00,64.49,0.28,108.28,11.26,0.733,68.67,93.39,0,1,Yes,88.68,543
M7,2024-03-26 18:00:00,103.68,0.536,122.46,20.97,0.969,85.45,86.83,0,1,Yes,80.45,1010
M1,2024-03-26 19:00:00,90.82,0.354,132.26,1.26,0.711,81.8,128.92,0,1,Yes,82.71,1125
M8,2024-03-26 20:00:00,88.28,0.602,85.19,21.34,0.959,80.21,86.46,0,0,No,88.36,815
M4,2024-03-26 21:00:00,81.25,0.355,50.11,5.26,0.808,91.81,104.6,0,0,No,83.99,1170
M3,2024-03-26 22:00:00,80.73,0.431,122.93,16.28,0.892,72.72,105.18,0,0,No,91.17,392
M7,2024-03-26 23:00:00,62.68,0.126,94.27,13.98,0.977,86.82,100.15,0,0,No,85.21,617
M3,2024-03-27 00:00:00,82.97,0.265,77.34,13.27,0.746,71.93,111.72,0,1,Yes,86.79,955
M8,2024-03-27 01:00:00,119.2,0.571,111.53,20.62,0.87,82.77,86.04,0,1,Yes,74.17,411
M6,2024-03-27 02:00:00,75.33,0.326,149.27,2.44,0.929,81.54,129.0,0,0,No,86.5,669
M5,2024-03-27 03:00:00,53.09,0.713,97.82,8.33,0.927,82.08,87.63,0,0,No,84.35,1060
M4,2024-03-27 04:00:00,64.69,0.309,119.02,12.92,0.858,76.13,97.84,0,0,No,87.23,868
M8,2024-03-27 05:00:00,48.31,0.591,80.25,19.47,0.887,83.19,78.43,0,0,No,80.89,1003
M8,2024-03-27 06:00:00,94.35,0.348,66.26,5.19,0.927,83.98,115.69,1,1,Yes,80.53,938
M1,2024-03-27 07:00:00,86.46,0.577,118.28,19.27,0.952,65.69,128.32,0,0,No,89.07,509
M9,2024-03-27 08:00:00,67.48,0.193,110.92,9.59,0.929,88.48,130.12,1,1,Yes,87.92,1081
M5,2024-03-27 09:00:00,53.73,0.409,90.69,4.53,0.806,67.64,117.02,0,0,No,85.69,914
M4,2024-03-27 10:00:00,62.5,0.331,134.12,18.22,0.999,71.23,94.43,1,1,Yes,83.54,888
M6,2024-03-27 11:00:00,65.43,0.677,64.71,2.18,0.83,82.42,100.03,0,0,No,84.62,383
M6,2024-03-27 12:00:00,76.64,0.592,75.4,12.35,0.707,85.98,95.16,1,1,Yes,92.41,833
M2,2024-03-27 13:00:00,76.14,0.253,89.14,1.53,0.809,82.2,81.8,0,0,No,92.33,919
M8,2024-03-27 14:00:00,95.12,0.459,92.87,8.55,0.738,83.26,95.57,1,1,Yes,87.7,1150
M7,2024-03-27 15:00:00,64.61,0.346,129.31,14.43,0.736,68.63,113.63,0,1,Yes,85.85,802
M1,2024-03-27 16:00:00,52.38,0.69,100.98,13.35,0.784,74.76,87.0,0,0,No,84.69,678
M5,2024-03-27 17:00:00,57.65,0.754,96.14,9.71,0.716,59.5,65.79,0,1,Yes,85.46,585
M6,2024-03-27 18:00:00,74.65,0.212,74.6,10.3,0.907,70.81,81.2,0,0,No,88.98,633
M4,2024-03-27 19:00:00,64.07,0.665,121.73,5.44,0.722,66.58,112.27,0,1,Yes,86.88,899
M2,2024-03-27 20:00:00,70.62,0.335,77.27,10.94,0.761,80.13,74.23,1,1,Yes,89.97,1045
M4,2024-03-27 21:00:00,81.83,0.449,74.51,22.88,0.728,103.56,92.92,0,1,Yes,90.48,1177
M1,2024-03-27 22:00:00,107.82,0.506,91.99,20.41,0.719,87.6,94.25,0,1,Yes,81.86,900
M7,2024-03-27 23:00:00,66.2,0.863,103.26,3.49,0.78,57.55,103.87,0,1,Yes,87.68,963
M2,2024-03-28 00:00:00,69.34,0.299,85.6,0.71,0.872,64.82,103.52,0,0,No,90.27,691
M2,2024-03-28 01:00:00,102.91,0.667,114.14,22.4,0.989,67.01,106.0,0,1,Yes,79.88,1050
M9,2024-03-28 02:00:00,66.53,0.266,94.34,12.64,0.963,62.45,97.77,0,0,No,89.94,436
M5,2024-03-28 03:00:00,81.35,0.252,121.06,12.91,0.963,77.18,85.83,0,0,No,87.65,1093
M2,2024-03-28 04:00:00,79.97,0.506,110.1,18.74,0.753,82.29,113.52,0,0,No,95.38,1045
M9,2024-03-28 05:00:00,77.13,0.504,135.83,7.55,0.779,67.07,73.54,0,0,No,91.68,661
M9,2024-03-28 06:00:00,57.98,-0.066,91.16,11.57,0.723,77.77,111.72,0,1,Yes,78.39,1134
M1,2024-03-28 07:00:00,112.14,0.732,116.88,23.25,0.934,82.2,117.16,0,1,Yes,73.42,614
M3,2024-03-28 08:00:00,108.31,0.072,64.26,16.13,0.721,86.99,135.05,0,1,Yes,67.64,513
M4,2024-03-28 09:00:00,75.13,0.471,157.83,3.69,0.867,81.56,88.69,0,0,No,87.78,1035
M7,2024-03-28 10:00:00,59.3,0.766,115.88,3.2,0.774,83.3,91.6,0,0,No,83.67,834
M10,2024-03-28 11:00:00,75.44,0.942,94.07,4.9,0.773,79.63,100.8,0,1,Yes,89.76,329
M4,2024-03-28 12:00:00,89.85,0.427,94.82,18.4,0.997,69.86,99.68,0,0,No,90.09,860
M2,2024-03-28 13:00:00,65.77,0.213,95.06,7.09,0.927,72.04,112.52,0,0,No,88.67,1174
M7,2024-03-28 14:00:00,73.07,0.758,136.8,0.51,0.951,66.77,107.84,0,0,No,86.51,418
M6,2024-03-28 15:00:00,96.13,0.673,117.97,22.66,0.872,94.99,94.72,0,1,Yes,82.38,371
M3,2024-03-28 16:00:00,93.05,0.402,91.13,4.07,0.961,65.31,98.53,0,0,No,87.25,902
M6,2024-03-28 17:00:00,86.63,0.377,75.22,0.23,0.894,89.52,114.0,0,0,No,86.77,334
M6,2024-03-28 18:00:00,87.25,0.357,123.92,5.69,0.984,65.41,81.01,0,0,No,86.22,824
M5,2024-03-28 19:00:00,68.61,0.431,116.77,5.64,0.784,87.67,96.49,0,0,No,92.07,979
M4,2024-03-28 20:00:00,81.03,0.563,114.13,10.13,0.879,89.72,108.32,0,0,No,92.9,1168
M10,2024-03-28 21:00:00,77.0,0.387,98.33,22.09,0.907,91.52,84.0,0,0,No,96.4,336
M1,2024-03-28 22:00:00,105.22,0.412,94.01,21.1,0.818,69.59,46.89,0,1,Yes,81.93,764
M10,2024-03-28 23:00:00,92.27,0.628,133.7,10.97,0.964,81.64,121.7,0,0,No,82.06,345
M6,2024-03-29 00:00:00,83.3,0.204,135.57,9.86,0.994,73.99,99.69,0,0,No,82.81,985
M2,2024-03-29 01:00:00,69.49,0.425,112.8,13.32,0.848,71.13,81.14,0,0,No,93.18,966
M3,2024-03-29 02:00:00,71.94,0.165,119.4,5.84,0.817,80.44,113.81,0,0,No,87.89,723
M8,2024-03-29 03:00:00,102.1,0.522,104.72,1.25,0.842,88.14,96.88,0,1,Yes,85.07,359
M10,2024-03-29 04:00:00,83.69,0.112,72.6,22.54,0.956,74.05,84.48,1,1,Yes,82.42,641
M6,2024-03-29 05:00:00,90.75,0.678,80.41,4.48,0.894,83.29,105.55,0,0,No,84.65,795
M3,2024-03-29 06:00:00,80.08,0.237,122.92,4.76,0.713,70.92,100.77,0,1,Yes,87.62,612
M7,2024-03-29 07:00:00,69.99,0.145,125.47,11.34,0.863,69.57,90.8,1,1,Yes,85.31,1079
M4,2024-03-29 08:00:00,54.83,0.427,121.08,11.8,0.705,76.76,88.46,0,1,Yes,84.24,475
M9,2024-03-29 09:00:00,78.17,0.842,106.92,0.44,0.934,77.36,84.61,0,1,Yes,90.18,1104
M5,2024-03-29 10:00:00,76.37,0.642,121.83,3.55,0.798,86.68,111.03,0,0,No,92.11,438
M3,2024-03-29 11:00:00,102.1,0.116,98.84,9.08,0.842,67.48,81.27,0,1,Yes,78.53,439
M2,2024-03-29 12:00:00,62.1,0.231,112.43,16.41,0.94,101.59,88.04,1,1,Yes,85.69,760
M2,2024-03-29 13:00:00,109.42,0.421,95.91,5.48,0.714,62.08,101.52,0,1,Yes,80.39,574
M3,2024-03-29 14:00:00,80.68,0.948,78.86,10.15,0.748,82.28,121.88,1,1,Yes,83.98,344
M2,2024-03-29 15:00:00,80.67,0.312,117.29,13.38,0.819,77.15,101.99,0,0,No,89.95,568
M4,2024-03-29 16:00:00,79.32,0.314,125.5,21.33,0.769,73.52,108.82,0,0,No,89.01,372
M2,2024-03-29 17:00:00,79.72,0.805,149.48,7.83,0.801,78.25,101.53,0,1,Yes,81.63,742
M10,2024-03-29 18:00:00,82.1,0.539,105.28,3.21,0.999,86.72,113.6,1,1,Yes,94.62,1196
M9,2024-03-29 19:00:00,89.06,0.711,79.04,11.74,0.948,88.28,129.06,0,0,No,84.57,1009
M2,2024-03-29 20:00:00,60.33,0.355,93.43,17.92,0.965,77.82,93.43,0,0,No,88.44,1205
M9,2024-03-29 21:00:00,96.1,0.48,97.28,2.64,0.981,83.32,100.21,0,1,Yes,88.5,339
M6,2024-03-29 22:00:00,80.42,0.763,102.97,10.19,0.802,66.7,102.6,0,0,No,91.43,744
M1,2024-03-29 23:00:00,84.12,0.471,109.42,0.43,0.789,78.16,107.95,0,0,No,92.98,448
M4,2024-03-30 00:00:00,71.69,0.725,107.26,0.81,0.77,83.94,101.99,0,0,No,92.4,358
M1,2024-03-30 01:00:00,61.08,0.577,115.54,11.59,0.949,57.17,91.84,1,1,Yes,88.38,387
M6,2024-03-30 02:00:00,76.09,0.292,103.95,7.16,0.904,80.81,99.89,0,0,No,94.51,425
M4,2024-03-30 03:00:00,93.37,0.497,55.49,20.28,0.771,78.32,136.48,0,0,No,81.85,344
